Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Korea, Dem. People's Rep.",PRK,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15714.4119484746,16995.5591864626,17684.0503773277,18940.3842233935,19435.4934104303,20364.7599656771,21197.1990880347,22196.2077459266,23365.1402064812,23887.0595538423,23952.8132191069,25455.6174843658,26191.6442615421,26680.2754448705,27399.6159477521,28100.0102759544,28737.4391706499,29467.124342556,30312.8888500809,31059.2668087927,31645.9498343307,31378.1579340648,32771.0724243229,33690.3788793046,34121.0211756766
"Korea, Rep.",KOR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,0.2,..,0.2,..,0.5,..,0.2,..,0.2,..,0.2,0.2,0.2,0,0,0,..,..
"Korea, Rep.",KOR,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,0.7,..,0.7,..,0.7,..,0.7,..,0.5,..,0.2,0.2,0.2,0.2,0.2,0.2,..,..
"Korea, Rep.",KOR,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,2,..,1.7,..,2.2,..,1.7,..,1.5,..,1,1,0.7,0.5,0.5,0.5,..,..
Kosovo,XKX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,2540.05616290535,2676.7074796279,2816.61848817487,2983.34785473473,3021.38486470334,3163.47537480745,3279.05574083288,3520.78207462478,3739.19876220536,3890.21282577888,4009.12363850589,4219.09759907177,3990.9862599761,4429.97766677751,4666.41775009447,4854.3335105348
Kosovo,XKX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,2.4,..,4.2,4.1,..,..,3.4,2.9,1.9,0.8,0.4,1.1,0.8,0.8,0.4,..,..,..,..,..,..
Kosovo,XKX,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,21.8,..,22.4,22.3,..,..,17.4,17.9,12.3,7,4.7,6.2,3.8,4.7,4.2,..,..,..,..,..,..
Kosovo,XKX,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,67.7,..,67.1,68.1,..,..,59.9,58.1,57.2,42.4,38.4,39.8,35.7,35,34.2,..,..,..,..,..,..
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31168.8835742096,31662.8325207947,30825.8998857764,30891.3152671296,35309.7927190879,37986.1375760404,40476.3175392751,41161.0155167096,41132.2056491121,39859.8941020972,35123.2559637109,32568.6750419922,33427.8202974387,33009.1165077544,31082.4120294043,30282.5425613237,29315.1931019553,29134.3725685209,27244.48726202,26664.6487904648,26278.7396325411,25353.2404422938,26452.9687748231,27953.3394253627,27068.4869142309
Kuwait,KWT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,689.417411647766,718.337259756058,749.41968774501,742.443596179534,786.351722322768,831.484221457134,820.715878322801,837.133695295453,900.025402369867,966.41524049671,982.377051303891,966.150610164694,1011.31540362314,993.737299943137,1080.54809637585,1101.70519542611,1121.08269597662,1146.10307867056,1177.43858999436,1197.61057526025,1226.82431155612,1117.70384799462,1145.56733576995,1212.23374048823,1263.98746055944
Kyrgyz Republic,KGZ,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,38.2,33.4,31.1,25.7,11.6,13.6,8.4,8.8,3.3,1.5,3.5,1.3,2.6,2.6,1,2.2,1.1,1.3,0.7,0.7,1.3,0.7,0.3,..
Kyrgyz Republic,KGZ,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,75.7,71.5,69.7,67.5,44.2,49.7,37,33.6,22.7,18.7,21.4,19.3,20,24.1,17.6,21.1,17,17.3,13.2,11.7,18.7,12.5,11.3,..
Kyrgyz Republic,KGZ,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,95.2,95,94.6,94.1,80,84.7,72.9,74.2,67.6,67.6,70.5,70.6,73.3,73.3,70.8,73.8,71.3,70.3,66.1,63.7,67.6,62.2,60.1,..
Lao PDR,LAO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,881.754321166909,917.288670872879,954.430327719172,995.341607477281,1040.33324188636,1091.30077746555,1151.93016708144,1231.5189507389,1304.29230759592,1384.68933917621,1466.08897901793,1567.57751259402,1669.06629214341,1777.4100825357,1893.32648776004,2009.82538567813,2125.4589005996,2240.41618173337,2358.37249045474,2467.95557992654,2564.01946515237,2539.12433769357,2566.27723361315,2599.2048876829,2659.71838486483
Lao PDR,LAO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,25.4,..,..,..,..,19.5,..,..,..,..,10.9,..,..,..,..,..,7.1,..,..,..,..,..
Lao PDR,LAO,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,65.3,..,..,..,..,58.5,..,..,..,..,40.5,..,..,..,..,..,32.5,..,..,..,..,..
Lao PDR,LAO,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,91.9,..,..,..,..,88.3,..,..,..,..,78.8,..,..,..,..,..,70.5,..,..,..,..,..
Latvia,LVA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6303.07485521062,6725.33754041856,7243.56297995178,7847.64536792469,8591.26791254397,9405.06172211095,10526.4522506693,11895.2750583575,13185.0693240034,12891.4423439709,11237.1089285212,10962.2315251539,11450.9767983716,12410.3652614992,12795.8782909892,13162.6545599056,13786.4567953114,14242.5726741319,14845.3348946383,15558.4920048315,15759.0818388809,15312.3350649782,16481.5243496066,17014.6190935484,16945.2043264018
Latvia,LVA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,2.5,2.4,1.6,0.6,1.3,1.7,1.7,1,1.1,1.2,0.8,0.7,0.6,0.8,0.4,0.2,0.5,0.4,..,..
Latvia,LVA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,5.8,5.2,2.7,1.7,2.4,3.9,3.8,3.1,2.8,2.5,1.9,1.6,1.5,1.5,0.9,0.8,0.8,0.7,..,..
Latvia,LVA,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,19.3,17.3,9.4,6.1,7.9,11.7,11.9,11.2,10.4,8.1,7.1,4.9,4.6,4.5,3,2.6,2.5,2.1,..,..
Lebanon,LBN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5989.8177477352,5970.97454627471,6103.3943112551,6230.74603429012,6348.80648465667,6669.25306904325,6747.71185952593,6740.74187745932,7230.85858889228,7760.76584698942,8445.10247039192,9037.08580879125,9026.4717227136,9019.69822923935,8539.56607828988,7921.0802355822,7802.75136769776,8101.70966835667,8374.74035900031,8435.63735402702,8081.74334362085,6485.72603986915,6107.45470909137,6183.24391454255,..
Lebanon,LBN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,701.589993215511,727.180765900241,752.76239711574,758.947156048133,795.346787298798,811.921863392413,843.445694361979,879.410653579597,913.151554868226,958.010597915718,939.334708688066,982.196851492105,1020.01037469668,1075.6232973802,1084.75668926126,1092.09426551971,1113.83683453612,1140.38787362097,1090.9903030035,1061.43805871852,1033.37116391748,944.247169219343,950.210025748611,952.252837819612,950.706868980527
Lesotho,LSO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,66.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4,..,..,..,..,..,..
Lesotho,LSO,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,84.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.7,..,..,..,..,..,..
Lesotho,LSO,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,95.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81,..,..,..,..,..,..
Liberia,LBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,616.014085943877,763.426872528757,762.946664857397,771.234966433168,534.45395268089,541.908673590868,545.398063059969,557.024626323936,580.35273604346,596.984292458089,609.120596541239,627.805378599434,653.101870655313,680.790012196002,723.95918426021,714.182489983352,699.662946853965,675.059610609385,678.579144139741,673.411391957645,644.162065213927,612.38424757045,629.820554654024,646.501161656649,662.503236758364
Liberia,LBR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,53.3,..,..,..,..,..,..,25.9,..,27.6,..,..,..,..,..,..,..
Liberia,LBR,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,82.8,..,..,..,..,..,..,60.6,..,60.6,..,..,..,..,..,..,..
Liberia,LBR,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,96.5,..,..,..,..,..,..,90.3,..,88.9,..,..,..,..,..,..,..
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10979.9047980025,11170.1288516976,10721.2911891482,10364.2657224622,11423.0941445876,11628.698789372,12673.9172586896,13191.8687978311,13729.1602887951,13418.1930724934,12561.900507228,12925.5723670963,6734.22501177621,13263.4884911645,10666.7153361027,8057.29953981597,7867.51493141091,7639.23189642653,9968.91507857088,10595.2457532247,9821.66173227168,4041.63593005993,10121.5283234916,10140.7381704001,9861.04514419466
Libya,LBY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167809.269874833,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6151.08296362442,6423.42067622444,6899.23683441212,7424.39482424481,8275.80344758031,8919.08174949012,9766.48764716509,10659.4002106998,11984.9232941064,12425.3980999207,10699.7894581629,11106.9502145424,12046.7213858694,12678.6926859879,13262.3344620771,13850.0001271199,14263.9645773495,14810.2517786273,15661.9962536775,16443.5852875776,17256.4081521908,17247.5436933039,18292.5328507872,18535.0779663478,18213.8342529906
Lithuania,LTU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,2.7,1.8,1.5,1.3,1.4,2.2,1.5,0.7,0.9,0.7,1.3,0.7,1.3,1,0.9,0.5,0.2,0.3,..,..
Lithuania,LTU,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,7.3,4.4,2.9,1.9,2.3,4.3,3.2,1.6,2,2,2.7,1.4,2.2,1.5,1.3,0.7,0.6,0.4,..,..
Lithuania,LTU,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,21.6,14.9,8.7,6.1,5.3,10.2,10.4,7,7,5.8,6.3,4.8,4.9,4.4,2.9,1.6,1.6,1.2,..,..
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,87695.33957586,92527.7118069642,94243.7073233917,96269.5793851216,97597.9969176553,100292.568479162,101222.045664401,105614.179863952,112417.878458001,110094.792338745,104574.349887682,106544.057241723,105290.249048827,104487.744238704,105338.956059283,105583.937014123,105462.012584423,108351.452158933,107142.127556443,106376.783565763,107350.626687276,104616.03467801,110425.88843286,109714.924316129,105996.661496663
Luxembourg,LUX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.3,0.1,0.3,0.3,0.1,0,0.1,..,..
Luxembourg,LUX,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.4,0.1,0.4,0.4,0.1,0,0.1,..,..
Luxembourg,LUX,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,0,0,0,0,0.5,0.1,0.1,0,0,0.1,0.2,0.3,0.2,0.3,0.3,0.3,0.7,0.5,0.9,0.7,0.3,0,0.3,..,..
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30395.9502394396,31668.0219855995,32046.5584930022,34083.774269273,36992.7240489276,45563.7868050788,47924.1591753166,52907.2260844044,58983.6987069531,59403.8700009709,58611.7503229623,71457.9169903019,84818.7166340753,90787.6086775838,98752.2289204409,95001.4822041092,73220.6355551661,71394.8611441461,76970.2682119038,80342.5875773682,76789.4065769928,34410.3457997943,41869.8392405949,32503.6038302382,57931.6963756044
"Macao SAR, China",MAC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,467.919193188843,474.139021914094,487.661102523517,414.687336442666,442.103229664323,451.921226359558,459.774982591233,470.6185887303,483.145271398512,500.78247263489,467.115644011521,456.729207078845,451.127504641527,452.205008433058,450.412085258455,453.383414241637,455.63803458407,461.736048112361,467.655067624663,470.423898266865,478.926961352974,433.838239991494,447.78467591887,453.858147011652,460.834128797962
Madagascar,MDG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,66.9,..,71,..,..,..,74.2,..,..,..,..,80.2,..,80.7,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,88.1,..,86.2,..,..,..,90.4,..,..,..,..,92.4,..,92.4,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,97.8,..,95.9,..,..,..,98,..,..,..,..,98.1,..,98.2,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,424.940383733688,421.819458196975,391.442073444242,388.445924563495,400.300949372115,411.004079534622,412.982043419833,420.438603998222,447.922770233085,468.467374149172,492.948011987358,511.818289897155,521.899796859343,516.963208289501,529.850409820553,544.26379390838,544.276872741836,542.925737032349,549.626301700128,558.560452702602,573.400114038594,562.783038786531,563.361956276702,554.198577201705,548.578546306431
Malawi,MWI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,68.9,..,..,..,..,..,68.4,..,..,..,..,..,65.7,..,..,70.1,..,..,..,..
Malawi,MWI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,88.8,..,..,..,..,..,87.3,..,..,..,..,..,87.3,..,..,89.1,..,..,..,..
Malawi,MWI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,97.2,..,..,..,..,..,96.2,..,..,..,..,..,96.8,..,..,97.3,..,..,..,..
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6089.10667496801,6461.99127331693,6330.62825424567,6506.11792732392,6716.64325815606,7004.13774579999,7209.61711044747,7444.02673539705,7742.57802549995,7948.94761893736,7675.23810293464,8101.4071201944,8393.9629789131,8711.29585407121,8976.5456139839,9369.10215840487,9699.60046342736,9984.16368060234,10416.0416934375,10777.7665213518,11114.5605305734,10382.7274795282,10605.6769579889,11399.397137351,11691.3612742999
Malaysia,MYS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,1.6,..,..,0.8,..,0.7,..,..,0.1,..,0,..,0,..,..,0,..,..,0,..,..
Malaysia,MYS,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,8.2,..,..,4.9,..,5.3,..,..,1.8,..,0.6,..,0.4,..,..,0.2,..,..,0.1,..,..
Malaysia,MYS,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,27.8,..,..,22.4,..,22.1,..,..,12.9,..,6.6,..,4.8,..,..,3.4,..,..,2.3,..,..
Maldives,MDV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6883.69819494591,7037.1977249877,6646.35009879897,7008.44748735743,7839.55955779874,8160.75367745926,7129.63211195842,8605.69369789228,8914.61439609165,9376.07864045972,8311.3452332782,8571.55991135883,8986.62579347606,8888.11483316616,9194.11557772168,9530.5884472225,9480.43151261807,9688.2482786421,9972.37713599052,10453.6355243607,10888.6445610502,7164.30738408638,9731.55618146829,11035.5824700841,11534.9169043805
Maldives,MDV,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,6.6,..,..,..,..,..,..,3.8,..,..,..,..,..,..,0,..,..,0,..,..,..,..
Maldives,MDV,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,27.9,..,..,..,..,..,..,18,..,..,..,..,..,..,0.3,..,..,0,..,..,..,..
Maldives,MDV,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,71.3,..,..,..,..,..,..,50.5,..,..,..,..,..,..,5.5,..,..,3.9,..,..,..,..
Mali,MLI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,573.548990124541,556.77239407158,623.266374437479,622.796722894514,658.142718821535,646.928049650012,666.794421867006,675.188949468141,676.080031773356,685.460670564343,695.39448652741,708.930473940785,708.418672479958,682.287844188171,677.861141016751,703.231034477626,723.504204947663,741.797634683131,756.428073205064,767.571595521859,779.326624981433,745.885984785402,744.760427319594,747.152926472819,762.646041430639
Mali,MLI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,57.2,..,..,..,..,49.7,..,..,48.2,..,..,..,..,..,..,..,..,15.2,..,..,20.8,..,..
Mali,MLI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,79.9,..,..,..,..,77.2,..,..,78.7,..,..,..,..,..,..,..,..,48.2,..,..,56.1,..,..
Mali,MLI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,95.6,..,..,..,..,93.7,..,..,95.9,..,..,..,..,..,..,..,..,81,..,..,85.9,..,..
Malta,MLT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14455.7647568425,17189.5654940777,16860.522964945,17164.5983933947,17746.7846758302,17652.7181167607,18134.0520355123,18521.638379981,19338.4306191148,19948.1713924858,19573.8579946305,20557.7377488972,20566.4277747482,21221.6057063718,22071.0651510994,23286.2264514326,24921.7141769982,25181.477100564,27164.3004165602,28177.5495393975,29021.3357939207,26071.2199006125,29152.5072116366,30760.6355007204,31189.6332109398
Malta,MLT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,0.5,0.4,0.1,0.4,0.2,0.2,0.1,0,0,0.1,0.1,0.2,0.1,0.3,0.3,..,..,..
Malta,MLT,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,0.6,0.7,0.2,0.5,0.3,0.4,0.3,0,0,0.1,0.2,0.2,0.2,0.4,0.7,..,..,..
Malta,MLT,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,0.8,1.1,0.6,1,0.5,0.6,0.4,0.2,0.1,0.3,0.3,0.3,0.3,0.7,0.8,..,..,..
Marshall Islands,MHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2795.31526003983,2843.32580431333,3029.80891389265,3135.18415530569,3086.39187270541,3068.29118067276,3128.6833167245,3143.01611259668,3260.61584095409,3023.72231107065,3148.59316908809,3331.09111937288,3351.88103366701,3356.67607994496,3535.50201525364,3559.24306218188,3708.21556179322,3872.45264574098,4114.26098668513,4460.33625015969,5061.10371299857,5066.00583867987,5288.39002466371,5313.44482697912,5429.08848461758
Marshall Islands,MHL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..
Marshall Islands,MHL,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.1,..,..,..,..
Marshall Islands,MHL,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.5,..,..,..,..
Mauritania,MRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1354.13004474105,1265.16042472798,1224.6807669845,1215.2512697343,1271.67511795702,1303.27169193052,1384.01429519465,1601.14283308699,1533.63381372064,1490.81766626765,1452.17875148954,1448.0233220059,1463.59492239454,1481.9780029115,1499.43182362194,1522.75911860633,1562.72683648828,1541.16287756286,1595.23327567391,1628.03885516365,1635.83999676974,1588.36203400464,1559.80984520601,1616.98180328468,1628.08752310389
Mauritania,MRT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,21.5,..,..,..,18.1,..,..,..,11.9,..,..,..,..,..,6.5,..,..,..,..,5.4,..,..,..,..
Mauritania,MRT,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,49.1,..,..,..,49.3,..,..,..,36.7,..,..,..,..,..,26.2,..,..,..,..,25.8,..,..,..,..
Mauritania,MRT,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,80.9,..,..,..,82.7,..,..,..,71.6,..,..,..,..,..,66.8,..,..,..,..,68,..,..,..,..
Mauritius,MUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5292.86908859768,5671.0295504201,5814.74834570012,5867.77362995049,6170.64876733851,6397.59346169031,6472.87388554741,6756.22955969517,7110.69493851624,7466.69465771689,7693.76434353874,8011.45517219702,8324.78328337964,8591.96715947096,8859.2121832294,9181.61575362564,9507.87133656424,9868.32716641952,10247.6960577758,10652.4836886859,10956.9450226163,9362.87435896817,9679.12123882353,10570.4275252848,11318.6003139968
Mauritius,MUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,0.3,..,..,..,..,..,0.4,..,..,..,..,0.1,..,..,..,..,..,..
Mauritius,MUS,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,2.8,..,..,..,..,..,2.6,..,..,..,..,1.8,..,..,..,..,..,..
Mauritius,MUS,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,22.8,..,..,..,..,..,19.4,..,..,..,..,13.5,..,..,..,..,..,..
Mexico,MEX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9340.07987465553,9655.60249855758,9464.99502583147,9300.11740023791,9271.44031997141,9461.92375619686,9524.7424370497,9847.51282216971,9920.68784122208,9888.13944476457,9151.76956653183,9480.13530830982,9667.6266461078,9872.292522087,9826.13238859065,9947.88602513395,10098.173182095,10161.3557094782,10240.3104275695,10343.3534302908,10228.980944107,9279.04949552593,9756.85862179455,10078.6025419466,10326.9538532988
Mexico,MEX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,10.7,..,7.5,..,7.2,7.8,5.4,..,6,..,4.7,..,4.2,..,4,..,2.3,..,1.9,..,2.1,..,1.2,..
Mexico,MEX,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,23.6,..,20.6,..,17.7,17.8,15,..,16.6,..,14.3,..,13.5,..,13.1,..,8.9,..,7.8,..,8.2,..,4.7,..
